isco08,Name_de,Berufshauptgruppe,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,fo_probability,fo_computerisation
8111,Bergleute und Grubenarbeiter,8,0.44,0.5,0.5,0.44,0.56,0.5,0.5,0.5,0.44,0.53,0.28,0.35,0.35,0.44,0.25,0.28,0.41,0.35,0.28,0.28,0.22,0.1,0.72,0.16,0.6,0.35,0.22,0.1,0.1,0.25,0.72,0.0,0.47,0.53,0.56,0.53,0.47,0.28,0.47,0.35,0.28,0.66,0.69,0.35,0.63,0.47,0.53,0.53,0.5,0.31,0.5,0.5,0.5,0.6,0.53,0.53,0.41,0.41,0.72,0.5,0.44,0.53,0.5,0.25,0.6,0.69,0.53,0.44,0.5,0.5,0.41,0.63,0.22,0.22,0.31,0.75,0.63,0.13,0.22,0.41,0.31,0.66,0.69,0.53,0.41,0.44,0.31,0.59,na
7412,Automatiker und verwandte Berufe,7,0.5,0.53,0.53,0.47,0.6,0.53,0.44,0.5,0.5,0.53,0.5,0.31,0.38,0.47,0.28,0.25,0.25,0.38,0.31,0.28,0.16,0.19,0.53,0.22,0.53,0.47,0.35,0.22,0.19,0.28,0.5,0.16,0.53,0.56,0.53,0.63,0.66,0.25,0.5,0.53,0.47,0.66,0.66,0.47,0.5,0.53,0.6,0.53,0.6,0.53,0.53,0.41,0.5,0.47,0.35,0.5,0.31,0.28,0.6,0.44,0.28,0.53,0.53,0.44,0.56,0.53,0.5,0.28,0.35,0.44,0.41,0.41,0.13,0.28,0.28,0.5,0.47,0.13,0.31,0.19,0.19,0.22,0.38,0.35,0.25,0.22,0.22,0.003,na
9411,Zubereiter von Fast Food und anderen Imbissen,9,0.41,0.44,0.5,0.44,0.41,0.41,0.38,0.25,0.44,0.35,0.25,0.28,0.25,0.35,0.28,0.31,0.25,0.5,0.25,0.25,0.06,0.0,0.28,0.06,0.0,0.0,0.0,0.16,0.13,0.25,0.19,0.0,0.19,0.0,0.0,0.47,0.66,0.25,0.47,0.47,0.25,0.53,0.47,0.25,0.47,0.5,0.47,0.35,0.53,0.35,0.28,0.41,0.25,0.25,0.47,0.25,0.25,0.28,0.41,0.25,0.28,0.28,0.28,0.25,0.47,0.28,0.28,0.38,0.31,0.28,0.0,0.19,0.25,0.25,0.22,0.19,0.06,0.0,0.25,0.0,0.0,0.13,0.16,0.16,0.0,0.0,0.16,0.81,1
5120,Köche,5,0.47,0.5,0.5,0.47,0.5,0.53,0.5,0.31,0.5,0.47,0.31,0.28,0.28,0.44,0.35,0.35,0.41,0.35,0.31,0.31,0.16,0.06,0.44,0.06,0.0,0.19,0.0,0.28,0.31,0.38,0.31,0.03,0.44,0.0,0.25,0.5,0.5,0.25,0.47,0.44,0.47,0.63,0.53,0.47,0.5,0.53,0.47,0.47,0.53,0.44,0.47,0.47,0.47,0.44,0.5,0.47,0.28,0.25,0.5,0.31,0.28,0.44,0.5,0.22,0.53,0.44,0.5,0.41,0.35,0.5,0.0,0.38,0.16,0.44,0.38,0.47,0.25,0.1,0.35,0.0,0.0,0.25,0.28,0.22,0.03,0.13,0.19,0.3,na
3351,Fachkräfte im Zolldienst und Grenzschutz,3,0.75,0.75,0.72,0.66,0.75,0.56,0.5,0.56,0.63,0.66,0.72,0.5,0.5,0.6,0.41,0.41,0.47,0.53,0.44,0.35,0.13,0.53,0.28,0.13,0.0,0.13,0.0,0.16,0.22,0.41,0.28,0.13,0.25,0.0,0.19,0.75,0.75,0.41,0.6,0.75,0.5,0.75,0.72,0.5,0.5,0.66,0.75,0.75,0.72,0.75,0.56,0.41,0.5,0.5,0.31,0.63,0.22,0.53,0.5,0.25,0.25,0.31,0.5,0.16,0.5,0.44,0.53,0.28,0.31,0.47,0.19,0.22,0.03,0.28,0.13,0.44,0.25,0.0,0.28,0.19,0.16,0.16,0.25,0.22,0.19,0.19,0.06,0.0044,na
3353,Fachkräfte in Sozialverwaltung und -versicherung,3,0.75,0.75,0.72,0.66,0.75,0.56,0.5,0.56,0.63,0.66,0.72,0.5,0.5,0.6,0.41,0.41,0.47,0.53,0.44,0.35,0.13,0.53,0.28,0.13,0.0,0.13,0.0,0.16,0.22,0.41,0.28,0.13,0.25,0.0,0.19,0.75,0.75,0.41,0.6,0.75,0.5,0.75,0.72,0.5,0.5,0.66,0.75,0.75,0.72,0.75,0.56,0.41,0.5,0.5,0.31,0.63,0.22,0.53,0.5,0.25,0.25,0.31,0.5,0.16,0.5,0.44,0.53,0.28,0.31,0.47,0.19,0.22,0.03,0.28,0.13,0.44,0.25,0.0,0.28,0.19,0.16,0.16,0.25,0.22,0.19,0.19,0.06,0.08,0
3354,"Fachkräfte bei staatlichen Pass-, Lizenz- und Genehmigungsstellen",3,0.75,0.75,0.72,0.66,0.75,0.56,0.5,0.56,0.63,0.66,0.72,0.5,0.5,0.6,0.41,0.41,0.47,0.53,0.44,0.35,0.13,0.53,0.28,0.13,0.0,0.13,0.0,0.16,0.22,0.41,0.28,0.13,0.25,0.0,0.19,0.75,0.75,0.41,0.6,0.75,0.5,0.75,0.72,0.5,0.5,0.66,0.75,0.75,0.72,0.75,0.56,0.41,0.5,0.5,0.31,0.63,0.22,0.53,0.5,0.25,0.25,0.31,0.5,0.16,0.5,0.44,0.53,0.28,0.31,0.47,0.19,0.22,0.03,0.28,0.13,0.44,0.25,0.0,0.28,0.19,0.16,0.16,0.25,0.22,0.19,0.19,0.06,0.08,0
8160,Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln,8,0.5,0.53,0.5,0.44,0.66,0.63,0.5,0.63,0.47,0.53,0.47,0.44,0.38,0.5,0.35,0.38,0.44,0.35,0.35,0.31,0.22,0.19,0.72,0.16,0.53,0.44,0.13,0.19,0.22,0.35,0.69,0.19,0.53,0.53,0.53,0.53,0.5,0.28,0.5,0.5,0.35,0.69,0.66,0.47,0.47,0.5,0.63,0.5,0.5,0.5,0.5,0.35,0.44,0.47,0.53,0.44,0.28,0.31,0.56,0.44,0.31,0.47,0.53,0.31,0.53,0.5,0.56,0.47,0.53,0.47,0.25,0.31,0.16,0.44,0.41,0.53,0.41,0.03,0.35,0.19,0.22,0.5,0.53,0.31,0.19,0.22,0.31,0.61,na
5413,Gefängnisaufseher,5,0.66,0.72,0.75,0.75,0.69,0.75,0.5,0.56,0.63,0.56,0.5,0.5,0.5,0.56,0.56,0.6,0.38,0.5,0.44,0.41,0.1,0.1,0.44,0.16,0.16,0.13,0.0,0.13,0.16,0.25,0.28,0.13,0.31,0.16,0.28,0.75,0.75,0.38,0.69,0.6,0.31,0.66,0.75,0.47,0.6,0.66,0.69,0.69,0.56,0.5,0.47,0.5,0.47,0.56,0.5,0.56,0.44,0.47,0.5,0.5,0.5,0.5,0.47,0.38,0.5,0.5,0.5,0.53,0.5,0.44,0.25,0.47,0.5,0.28,0.25,0.47,0.41,0.06,0.25,0.25,0.28,0.28,0.5,0.47,0.25,0.28,0.44,0.025,na
3435,Sonstige Fachkräfte in Gestaltung und Kultur,3,0.47,0.53,0.53,0.5,0.47,0.53,0.44,0.31,0.53,0.35,0.38,0.38,0.22,0.38,0.44,0.44,0.31,0.47,0.28,0.35,0.28,0.0,0.22,0.16,0.0,0.03,0.0,0.22,0.25,0.13,0.25,0.0,0.25,0.0,0.16,0.66,0.66,0.16,0.53,0.5,0.5,0.56,0.56,0.53,0.5,0.5,0.5,0.5,0.53,0.47,0.53,0.25,0.38,0.38,0.35,0.38,0.25,0.25,0.5,0.31,0.28,0.31,0.5,0.22,0.47,0.31,0.31,0.28,0.31,0.44,0.13,0.28,0.16,0.19,0.25,0.31,0.25,0.0,0.16,0.0,0.0,0.16,0.25,0.13,0.0,0.0,0.1,0.61,na
4412,Postverteiler und -sortierer,4,0.5,0.56,0.56,0.44,0.5,0.44,0.56,0.41,0.44,0.47,0.5,0.22,0.28,0.41,0.28,0.35,0.22,0.5,0.25,0.25,0.1,0.03,0.38,0.1,0.19,0.03,0.0,0.16,0.16,0.38,0.41,0.0,0.22,0.03,0.22,0.66,0.66,0.28,0.53,0.56,0.31,0.56,0.53,0.28,0.47,0.56,0.5,0.5,0.53,0.53,0.53,0.47,0.35,0.56,0.47,0.31,0.41,0.25,0.5,0.38,0.35,0.44,0.53,0.25,0.53,0.56,0.5,0.44,0.47,0.31,0.38,0.28,0.19,0.25,0.22,0.5,0.5,0.16,0.28,0.25,0.28,0.44,0.44,0.5,0.22,0.44,0.31,0.68,na
8321,Motorradfahrer,8,0.5,0.56,0.56,0.44,0.5,0.44,0.56,0.41,0.44,0.47,0.5,0.22,0.28,0.41,0.28,0.35,0.22,0.5,0.25,0.25,0.1,0.03,0.38,0.1,0.19,0.03,0.0,0.16,0.16,0.38,0.41,0.0,0.22,0.03,0.22,0.66,0.66,0.28,0.53,0.56,0.31,0.56,0.53,0.28,0.47,0.56,0.5,0.5,0.53,0.53,0.53,0.47,0.35,0.56,0.47,0.31,0.41,0.25,0.5,0.38,0.35,0.44,0.53,0.25,0.53,0.56,0.5,0.44,0.47,0.31,0.38,0.28,0.19,0.25,0.22,0.5,0.5,0.16,0.28,0.25,0.28,0.44,0.44,0.5,0.22,0.44,0.31,0.029,na
9331,Führer von Handwagen und pedalbetriebenen Fahrzeugen,9,0.5,0.56,0.56,0.44,0.5,0.44,0.56,0.41,0.44,0.47,0.5,0.22,0.28,0.41,0.28,0.35,0.22,0.5,0.25,0.25,0.1,0.03,0.38,0.1,0.19,0.03,0.0,0.16,0.16,0.38,0.41,0.0,0.22,0.03,0.22,0.66,0.66,0.28,0.53,0.56,0.31,0.56,0.53,0.28,0.47,0.56,0.5,0.5,0.53,0.53,0.53,0.47,0.35,0.56,0.47,0.31,0.41,0.25,0.5,0.38,0.35,0.44,0.53,0.25,0.53,0.56,0.5,0.44,0.47,0.31,0.38,0.28,0.19,0.25,0.22,0.5,0.5,0.16,0.28,0.25,0.28,0.44,0.44,0.5,0.22,0.44,0.31,0.94,1
5249,"Verkaufskräfte, anderweitig nicht genannt",5,0.56,0.6,0.69,0.53,0.53,0.5,0.5,0.44,0.5,0.47,0.5,0.38,0.28,0.44,0.47,0.47,0.35,0.6,0.25,0.25,0.0,0.0,0.35,0.16,0.16,0.16,0.0,0.25,0.28,0.31,0.25,0.1,0.16,0.16,0.16,0.72,0.75,0.35,0.66,0.56,0.31,0.6,0.53,0.41,0.5,0.66,0.47,0.47,0.53,0.5,0.44,0.28,0.25,0.47,0.35,0.44,0.25,0.28,0.28,0.31,0.25,0.28,0.35,0.25,0.25,0.35,0.44,0.25,0.25,0.25,0.13,0.28,0.1,0.47,0.28,0.35,0.25,0.0,0.41,0.13,0.16,0.25,0.25,0.25,0.16,0.13,0.13,0.97,na
2651,Bildende Künstler,2,0.53,0.53,0.53,0.53,0.5,0.5,0.41,0.47,0.38,0.44,0.47,0.06,0.31,0.47,0.28,0.5,0.28,0.47,0.25,0.28,0.41,0.1,0.31,0.22,0.22,0.35,0.0,0.31,0.38,0.28,0.31,0.13,0.38,0.22,0.22,0.53,0.5,0.25,0.53,0.47,0.72,0.63,0.5,0.66,0.47,0.53,0.5,0.47,0.56,0.44,0.53,0.31,0.63,0.5,0.44,0.28,0.25,0.25,0.69,0.28,0.31,0.38,0.72,0.16,0.69,0.6,0.25,0.28,0.38,0.5,0.0,0.22,0.13,0.35,0.31,0.6,0.31,0.03,0.38,0.0,0.0,0.28,0.28,0.28,0.0,0.0,0.06,0.035,na
2413,Finanzanalysten,2,0.66,0.66,0.63,0.5,0.72,0.5,0.5,0.5,0.41,0.53,0.53,0.28,0.35,0.66,0.35,0.35,0.25,0.5,0.44,0.44,0.38,0.1,0.19,0.0,0.0,0.0,0.0,0.25,0.19,0.6,0.06,0.16,0.16,0.0,0.0,0.75,0.72,0.35,0.53,0.72,0.41,0.66,0.69,0.47,0.47,0.56,0.69,0.72,0.66,0.6,0.53,0.25,0.22,0.25,0.13,0.5,0.0,0.44,0.16,0.19,0.0,0.0,0.25,0.0,0.16,0.0,0.5,0.0,0.0,0.19,0.0,0.16,0.0,0.69,0.06,0.1,0.1,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,na
5419,"Schutzkräfte und Sicherheitsbedienstete, anderweitig nicht genannt",5,0.31,0.53,0.47,0.5,0.44,0.47,0.25,0.35,0.44,0.44,0.25,0.22,0.22,0.31,0.28,0.28,0.16,0.44,0.22,0.19,0.06,0.0,0.16,0.0,0.0,0.0,0.0,0.1,0.13,0.16,0.0,0.0,0.06,0.0,0.1,0.63,0.63,0.25,0.53,0.35,0.22,0.47,0.63,0.22,0.53,0.5,0.5,0.47,0.47,0.35,0.35,0.44,0.22,0.53,0.47,0.25,0.28,0.25,0.44,0.35,0.25,0.25,0.25,0.22,0.35,0.31,0.31,0.35,0.22,0.25,0.28,0.31,0.13,0.13,0.13,0.19,0.31,0.06,0.1,0.16,0.25,0.16,0.44,0.19,0.16,0.25,0.22,0.08,na
8112,Bediener von Mineral- und Gesteinsaufbereitungsanlagen,8,0.5,0.5,0.5,0.44,0.47,0.6,0.5,0.47,0.47,0.5,0.47,0.5,0.44,0.47,0.35,0.41,0.41,0.41,0.47,0.41,0.1,0.28,0.75,0.13,0.5,0.44,0.06,0.19,0.25,0.41,0.72,0.1,0.5,0.47,0.5,0.53,0.53,0.31,0.5,0.53,0.28,0.66,0.6,0.31,0.53,0.5,0.5,0.5,0.56,0.44,0.56,0.47,0.5,0.53,0.53,0.53,0.41,0.41,0.66,0.56,0.47,0.47,0.5,0.31,0.66,0.72,0.6,0.47,0.53,0.5,0.25,0.63,0.28,0.41,0.41,0.66,0.44,0.13,0.41,0.25,0.25,0.66,0.66,0.53,0.28,0.31,0.35,0.97,na
7315,"Glasmacher, -schneider, -schleifer und -veredler",7,0.44,0.47,0.47,0.44,0.41,0.44,0.47,0.38,0.31,0.44,0.28,0.28,0.25,0.28,0.25,0.28,0.31,0.31,0.25,0.25,0.06,0.0,0.31,0.0,0.03,0.03,0.0,0.06,0.13,0.25,0.31,0.0,0.31,0.0,0.25,0.47,0.5,0.25,0.47,0.44,0.25,0.6,0.44,0.25,0.47,0.5,0.44,0.41,0.53,0.31,0.5,0.25,0.41,0.44,0.44,0.38,0.25,0.25,0.53,0.25,0.28,0.35,0.47,0.25,0.63,0.47,0.41,0.25,0.5,0.41,0.1,0.28,0.22,0.25,0.25,0.5,0.25,0.03,0.25,0.0,0.0,0.35,0.41,0.19,0.0,0.06,0.19,0.64,na
7532,Schnittmustermacher und Zuschneider,7,0.44,0.47,0.47,0.44,0.41,0.44,0.47,0.38,0.31,0.44,0.28,0.28,0.25,0.28,0.25,0.28,0.31,0.31,0.25,0.25,0.06,0.0,0.31,0.0,0.03,0.03,0.0,0.06,0.13,0.25,0.31,0.0,0.31,0.0,0.25,0.47,0.5,0.25,0.47,0.44,0.25,0.6,0.44,0.25,0.47,0.5,0.44,0.41,0.53,0.31,0.5,0.25,0.41,0.44,0.44,0.38,0.25,0.25,0.53,0.25,0.28,0.35,0.47,0.25,0.63,0.47,0.41,0.25,0.5,0.41,0.1,0.28,0.22,0.25,0.25,0.5,0.25,0.03,0.25,0.0,0.0,0.35,0.41,0.19,0.0,0.06,0.19,0.0049,na
5412,Polizisten (ohne Polizeikommissare),5,0.72,0.75,0.75,0.72,0.75,0.66,0.5,0.53,0.6,0.66,0.66,0.44,0.41,0.6,0.5,0.53,0.44,0.5,0.41,0.35,0.13,0.22,0.35,0.13,0.0,0.0,0.0,0.19,0.19,0.31,0.31,0.13,0.28,0.0,0.19,0.75,0.75,0.44,0.72,0.72,0.41,0.75,0.75,0.47,0.56,0.69,0.72,0.75,0.6,0.66,0.47,0.5,0.38,0.56,0.35,0.6,0.25,0.44,0.38,0.44,0.22,0.31,0.47,0.25,0.44,0.44,0.56,0.28,0.38,0.44,0.25,0.28,0.25,0.31,0.22,0.38,0.44,0.0,0.35,0.22,0.22,0.25,0.38,0.31,0.22,0.22,0.25,0.0044,na
3212,Medizintechniker im Bereich Labor und Pathologie,3,0.72,0.66,0.66,0.5,0.72,0.53,0.53,0.6,0.5,0.63,0.69,0.47,0.47,0.56,0.28,0.35,0.44,0.44,0.5,0.47,0.25,0.56,0.47,0.13,0.19,0.16,0.0,0.25,0.25,0.5,0.28,0.1,0.47,0.16,0.25,0.72,0.75,0.31,0.53,0.75,0.47,0.75,0.69,0.5,0.56,0.53,0.72,0.72,0.75,0.69,0.66,0.31,0.47,0.47,0.25,0.63,0.0,0.41,0.5,0.25,0.06,0.13,0.5,0.0,0.44,0.25,0.53,0.0,0.25,0.53,0.0,0.25,0.06,0.5,0.22,0.47,0.25,0.0,0.5,0.0,0.0,0.25,0.25,0.19,0.0,0.0,0.0,0.9,na
7223,Werkzeugmaschineneinrichter und -bediener,7,0.47,0.5,0.5,0.38,0.5,0.56,0.44,0.41,0.44,0.47,0.41,0.31,0.25,0.41,0.22,0.25,0.25,0.22,0.25,0.25,0.19,0.16,0.63,0.19,0.44,0.25,0.13,0.13,0.19,0.35,0.6,0.03,0.56,0.38,0.5,0.5,0.5,0.25,0.47,0.53,0.31,0.63,0.6,0.28,0.56,0.5,0.53,0.5,0.56,0.38,0.44,0.28,0.5,0.5,0.56,0.44,0.28,0.25,0.69,0.41,0.38,0.44,0.53,0.25,0.6,0.56,0.53,0.41,0.5,0.38,0.19,0.35,0.22,0.31,0.25,0.66,0.5,0.03,0.35,0.19,0.22,0.53,0.6,0.41,0.28,0.25,0.22,0.65,na
4132,Datenerfasser,4,0.66,0.47,0.6,0.41,0.47,0.56,0.5,0.47,0.44,0.41,0.5,0.41,0.28,0.44,0.28,0.35,0.41,0.44,0.25,0.25,0.03,0.0,0.25,0.1,0.0,0.13,0.0,0.22,0.22,0.25,0.0,0.19,0.25,0.0,0.0,0.5,0.63,0.35,0.56,0.72,0.25,0.72,0.47,0.28,0.6,0.63,0.47,0.5,0.63,0.53,0.53,0.44,0.35,0.44,0.25,0.44,0.1,0.38,0.25,0.28,0.16,0.22,0.69,0.13,0.25,0.16,0.63,0.13,0.16,0.25,0.0,0.25,0.16,0.28,0.53,0.25,0.22,0.0,0.35,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.99,1
3251,Zahnmedizinische Assistenten und Dentalhygieniker,3,0.56,0.6,0.72,0.53,0.5,0.53,0.44,0.5,0.47,0.47,0.5,0.53,0.38,0.53,0.38,0.38,0.31,0.53,0.35,0.28,0.19,0.25,0.41,0.19,0.22,0.25,0.0,0.19,0.28,0.28,0.28,0.1,0.38,0.22,0.25,0.75,0.72,0.25,0.53,0.63,0.41,0.78,0.53,0.44,0.5,0.69,0.6,0.5,0.56,0.53,0.5,0.5,0.35,0.47,0.35,0.35,0.25,0.28,0.53,0.31,0.28,0.38,0.53,0.19,0.5,0.44,0.47,0.28,0.28,0.47,0.03,0.25,0.06,0.35,0.25,0.5,0.28,0.1,0.28,0.0,0.0,0.19,0.22,0.22,0.0,0.13,0.19,0.68,na
5329,"Betreuungsberufe im Gesundheitswesen, anderweitig nicht genannt",5,0.56,0.6,0.72,0.53,0.5,0.53,0.44,0.5,0.47,0.47,0.5,0.53,0.38,0.53,0.38,0.38,0.31,0.53,0.35,0.28,0.19,0.25,0.41,0.19,0.22,0.25,0.0,0.19,0.28,0.28,0.28,0.1,0.38,0.22,0.25,0.75,0.72,0.25,0.53,0.63,0.41,0.78,0.53,0.44,0.5,0.69,0.6,0.5,0.56,0.53,0.5,0.5,0.35,0.47,0.35,0.35,0.25,0.28,0.53,0.31,0.28,0.38,0.53,0.19,0.5,0.44,0.47,0.28,0.28,0.47,0.03,0.25,0.06,0.35,0.25,0.5,0.28,0.1,0.28,0.0,0.0,0.19,0.22,0.22,0.0,0.13,0.19,0.27,na
2261,Zahnärzte,2,0.75,0.75,0.75,0.72,0.78,0.75,0.72,0.75,0.69,0.78,0.56,0.56,0.53,0.72,0.53,0.69,0.63,0.72,0.47,0.44,0.35,0.69,0.44,0.25,0.13,0.35,0.06,0.5,0.5,0.44,0.47,0.16,0.44,0.1,0.25,0.75,0.75,0.44,0.75,0.75,0.53,0.78,0.81,0.56,0.72,0.72,0.78,0.78,0.72,0.6,0.69,0.47,0.56,0.47,0.31,0.63,0.22,0.47,0.78,0.47,0.25,0.47,0.81,0.22,0.72,0.66,0.5,0.28,0.25,0.53,0.0,0.47,0.0,0.5,0.47,0.75,0.5,0.03,0.5,0.0,0.0,0.31,0.44,0.44,0.0,0.22,0.03,0.0036,na
8113,Tiefbohrer und verwandte Berufe,8,0.47,0.6,0.56,0.47,0.63,0.6,0.47,0.56,0.5,0.53,0.44,0.47,0.44,0.44,0.38,0.38,0.5,0.35,0.31,0.38,0.1,0.06,0.75,0.03,0.53,0.44,0.03,0.22,0.31,0.35,0.72,0.0,0.56,0.6,0.56,0.6,0.56,0.35,0.6,0.44,0.31,0.56,0.66,0.35,0.6,0.56,0.6,0.56,0.53,0.44,0.5,0.47,0.56,0.6,0.63,0.6,0.56,0.5,0.69,0.63,0.44,0.66,0.56,0.6,0.69,0.75,0.56,0.63,0.66,0.53,0.47,0.63,0.06,0.41,0.44,0.72,0.63,0.06,0.35,0.25,0.35,0.53,0.69,0.56,0.35,0.41,0.53,0.68,na
3355,Polizeikommissare und Kriminalbeamte,3,0.72,0.81,0.85,0.72,0.78,0.6,0.5,0.72,0.63,0.69,0.6,0.47,0.44,0.63,0.5,0.53,0.41,0.63,0.41,0.47,0.16,0.22,0.38,0.16,0.0,0.13,0.0,0.19,0.22,0.31,0.35,0.19,0.31,0.0,0.25,0.78,0.85,0.47,0.72,0.75,0.53,0.72,0.78,0.6,0.56,0.72,0.78,0.85,0.72,0.69,0.66,0.56,0.47,0.66,0.41,0.66,0.28,0.6,0.38,0.47,0.31,0.31,0.31,0.25,0.38,0.44,0.56,0.31,0.38,0.38,0.28,0.31,0.38,0.35,0.31,0.35,0.41,0.1,0.38,0.35,0.41,0.38,0.41,0.41,0.28,0.38,0.38,0.0044,na
3211,Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte,3,0.69,0.69,0.72,0.69,0.63,0.63,0.6,0.53,0.56,0.53,0.56,0.5,0.5,0.6,0.38,0.5,0.44,0.53,0.35,0.28,0.25,0.56,0.53,0.25,0.41,0.31,0.0,0.19,0.22,0.28,0.53,0.06,0.44,0.28,0.31,0.72,0.75,0.35,0.66,0.72,0.5,0.72,0.72,0.5,0.5,0.63,0.6,0.63,0.53,0.69,0.53,0.47,0.5,0.47,0.44,0.6,0.31,0.5,0.63,0.38,0.28,0.44,0.5,0.22,0.5,0.5,0.5,0.35,0.31,0.47,0.0,0.47,0.0,0.28,0.25,0.63,0.41,0.0,0.31,0.0,0.0,0.28,0.31,0.38,0.0,0.0,0.22,0.13,na
2265,Diätologen und Ernährungsberater,2,0.75,0.75,0.75,0.75,0.75,0.72,0.56,0.72,0.69,0.75,0.72,0.69,0.69,0.66,0.53,0.6,0.47,0.72,0.53,0.56,0.53,0.56,0.22,0.19,0.0,0.0,0.0,0.44,0.44,0.5,0.0,0.19,0.47,0.0,0.13,0.75,0.75,0.44,0.75,0.75,0.63,0.6,0.75,0.53,0.5,0.66,0.75,0.75,0.69,0.75,0.72,0.41,0.38,0.44,0.19,0.47,0.0,0.31,0.0,0.28,0.03,0.03,0.22,0.0,0.06,0.0,0.47,0.0,0.03,0.35,0.0,0.19,0.0,0.5,0.1,0.0,0.16,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0039,na
9412,Hilfsköche und Küchengehilfen,9,0.25,0.44,0.44,0.41,0.41,0.41,0.47,0.28,0.44,0.38,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.31,0.25,0.25,0.03,0.0,0.44,0.03,0.28,0.25,0.0,0.19,0.22,0.25,0.44,0.0,0.41,0.25,0.25,0.47,0.47,0.25,0.41,0.25,0.25,0.5,0.41,0.28,0.47,0.47,0.25,0.25,0.47,0.25,0.41,0.25,0.28,0.41,0.5,0.25,0.41,0.25,0.53,0.25,0.28,0.5,0.53,0.25,0.66,0.5,0.28,0.41,0.47,0.28,0.25,0.25,0.13,0.25,0.19,0.47,0.28,0.03,0.25,0.25,0.25,0.38,0.28,0.25,0.25,0.25,0.41,0.77,1
4323,Bürokräfte in der Transportwirtschaft und verwandte Berufe,4,0.69,0.75,0.75,0.53,0.53,0.72,0.69,0.53,0.72,0.53,0.53,0.44,0.44,0.5,0.41,0.44,0.35,0.53,0.47,0.44,0.16,0.03,0.25,0.16,0.0,0.0,0.0,0.19,0.22,0.28,0.06,0.1,0.25,0.0,0.16,0.75,0.75,0.41,0.75,0.66,0.44,0.69,0.66,0.47,0.56,0.75,0.69,0.5,0.53,0.66,0.5,0.47,0.31,0.47,0.16,0.44,0.0,0.47,0.19,0.38,0.03,0.0,0.41,0.0,0.25,0.0,0.47,0.0,0.0,0.19,0.0,0.31,0.0,0.31,0.13,0.25,0.16,0.0,0.31,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.96,na
8342,"Führer von Erdbewegungs- und verwandten Maschinen, Strassenbau und Baumaschinen",8,0.38,0.47,0.47,0.44,0.5,0.47,0.44,0.44,0.5,0.5,0.28,0.35,0.35,0.38,0.31,0.31,0.41,0.28,0.28,0.28,0.19,0.06,0.63,0.19,0.38,0.44,0.0,0.19,0.22,0.25,0.69,0.0,0.38,0.38,0.47,0.47,0.47,0.25,0.5,0.35,0.25,0.56,0.56,0.35,0.53,0.5,0.44,0.41,0.5,0.35,0.41,0.38,0.44,0.56,0.47,0.47,0.28,0.28,0.6,0.5,0.31,0.28,0.53,0.28,0.6,0.69,0.47,0.31,0.47,0.38,0.38,0.53,0.06,0.25,0.35,0.75,0.63,0.03,0.25,0.19,0.31,0.44,0.6,0.47,0.22,0.41,0.31,0.82,na
5211,Verkaufsstand- und Marktverkäufer,5,0.5,0.75,0.6,0.69,0.47,0.44,0.44,0.41,0.56,0.5,0.47,0.35,0.31,0.41,0.56,0.75,0.22,0.66,0.25,0.28,0.19,0.0,0.1,0.19,0.0,0.0,0.0,0.16,0.19,0.22,0.1,0.16,0.03,0.0,0.0,0.75,0.72,0.31,0.63,0.5,0.47,0.47,0.47,0.47,0.38,0.63,0.47,0.44,0.5,0.53,0.38,0.38,0.25,0.35,0.28,0.28,0.0,0.19,0.03,0.13,0.0,0.0,0.16,0.0,0.06,0.03,0.13,0.06,0.1,0.19,0.0,0.13,0.0,0.25,0.13,0.03,0.0,0.0,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.94,na
5212,Strassenverkäufer von Lebensmitteln,5,0.5,0.75,0.6,0.69,0.47,0.44,0.44,0.41,0.56,0.5,0.47,0.35,0.31,0.41,0.56,0.75,0.22,0.66,0.25,0.28,0.19,0.0,0.1,0.19,0.0,0.0,0.0,0.16,0.19,0.22,0.1,0.16,0.03,0.0,0.0,0.75,0.72,0.31,0.63,0.5,0.47,0.47,0.47,0.47,0.38,0.63,0.47,0.44,0.5,0.53,0.38,0.38,0.25,0.35,0.28,0.28,0.0,0.19,0.03,0.13,0.0,0.0,0.16,0.0,0.06,0.03,0.13,0.06,0.1,0.19,0.0,0.13,0.0,0.25,0.13,0.03,0.0,0.0,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.86,na
